ap_name,avg_client_count,avg_cpu_usage_ratio,avg_memory_usage_ratio,avg_signal_dbm
AUDMUSI-REAR-R,0.0006943640782316862,0.003468582989769411,0.4176255583844462,-56.88235294117647
BATANGHARI,1.7202835332606325,0.016269804270462592,0.4810927779796511,-52.991774383078734
BDG-PJG-L,6.616229508196722,0.07899130577968051,0.4603960642833716,-67.77266431292617
BDG-PJG-R,4.564754098360655,0.058595334540863894,0.6636230239422761,-57.631554080051075
BEDENG-PANJANG,3.111723052714398,0.0457332706766917,0.6642496658805032,-59.28214809606888
BKLMESIN-LT1,1.2162944103691702,0.022527317147656083,0.6384447401921074,-59.57474317472091
BKLMESIN-LT2,2.2417544265709988,0.03179968697511068,0.3499556069899317,-51.57187034605582
BKLTI-01-FRONT,2.4413840990626086,0.07233721178805921,0.4608408286078,-53.5483188337644
BKLTI-02-TEK,1.4929984955444973,0.014893579172392674,0.7476153628052309,-52.21496924128503
BKLTI-03-INT,0.47749103113065616,0.06172101084134978,0.44661805346603395,-52.95697796432319
BKLTI-04-UKS,0.45341974308529104,0.03835590929912959,0.4319132970720981,-68.86978131212723
COMMANDCENTRE,2.620182849207268,0.013564521300961937,0.44805940863326005,-47.47308880732794
CR-NPK2-3:67cb,3.1291517185510935,0.07232650022904255,0.45841083207962036,-58.5677200245087
CRUTL34-CENTRE,6.9135723431498075,0.11187535287730724,0.5079964102564103,-60.11149470769132
CRUTL34-PANTRY,2.4462227912932137,0.11004095548317043,0.4951678205128205,-53.39426865014276
CSR-AC-LR,1.068857771091309,0.042576385707741596,0.4916965166068742,-59.63465589566046
DEPT-ASET U6-Pro,5.417302798982188,0.06099332147093709,0.6900460967781008,-51.39388264669164
DERMAGA-PVI,1.279018632102766,0.029706306306306267,0.414569633144312,-63.65314799113849
DERSUS,2.0103241792277515,0.03818935698447889,0.4131335810113519,-65.66069003058156
DIKLAT-BATANGHARI,0.02356687898089172,0.012007238462362098,0.47673244104525175,-56.63636363636363
DIKLAT-GBARRIER,1.672611464968153,0.06483306563871931,0.4502448056086679,-50.042735042735046
DIKLAT-KELINGI,0.12806626314112773,0.005432197943444704,0.4295738603761555,-56.99107142857143
DIKLAT-KEUASET,0.03663587129659127,0.028556748071979363,0.4123843162256933,-63.9009900990099
DIKLAT-LAKITAN,0.24171974522292994,0.005493885855016574,0.42689005736137664,-53.81954887218045
DIKLAT-LEMATANG,0.02388535031847134,0.024252746546739454,0.6211315487571701,-64.98969072164948
DIKLAT-LOBBY,0.04874163746416056,0.00814790059982854,0.32270200828817336,-63.824175824175825
DIKLAT-OGAN,0.4054140127388535,0.008183360102794685,0.4299945188017846,-54.84318181818182
DIKLAT-RAWAS,1.1621019108280255,0.006616468572652309,0.42694187380497123,-45.755080213903746
DIKLAT-RESTO,0.039821599235425297,0.0065338688946015005,0.4277004144086707,-56.17567567567568
DIKLAT-SBUASET,4.909554140127389,0.049839886497483624,0.697746845124283,-55.967845659163984
DIKLAT-SDKU,0.17171073590315386,0.011679712939160213,0.748020082881734,-61.83766233766234
DIKLAT-SHARING,0.006052883083784644,0.003551247857754922,0.4258520879821485,-52.0
DIKLAT-STAF1,0.3125199107996177,0.00735529134532987,0.4357519923493784,-59.012244897959185
DIKLAT-STAF2,1.7627388535031847,0.009384388050112396,0.4388579987253027,-53.329317269076306
DIKLAT-STAF3,0.532484076433121,0.06755519862940354,0.458091395793499,-48.387142857142855
DIVISI-ASET,0.05033618026530983,0.013645045365593259,0.38481776566757486,-65.15254237288136
GREEN BARRIER,2.4474736459469284,0.0676048398576512,0.44790899345930224,-50.04663518299882
GU1-L-HUMAS,1.1749797477143848,0.03316099404489232,0.37557132854993636,-51.624500105241005
GU1-R-PJASA,1.1572734637194768,0.03440754313635666,0.35395958801064686,-54.02713054580275
GU2-C-PMP,0.6912394398796435,0.00808396701786526,0.46457990973266977,-57.21812791190174
GU2-L-MANRISK,2.3082976507348687,0.04367771415483277,0.3620378891332022,-54.182535211267606
GU2-L-SVPTKMR,1.3456775836130077,0.021134615971904087,0.4223119083439416,-54.78521126760563
GU2-R-HUKUM,1.7952783242680246,0.03754566346007019,0.3560830170119199,-56.53310104529617
GU2-R-SEKPER,0.28179608841569265,0.00983112688960141,0.7333156116190256,-57.45551330798479
GU3-C-RAPAT,0.358407591713922,0.010735585585585522,0.7436109130887629,-57.42784667418264
GU3-L-KEU,3.1650271959263976,0.0384501526950679,0.3676535586159009,-55.89705031810295
GU3-L-SVPKEU,0.30933919685221617,0.009097159871736076,0.7380368244416156,-49.010408921933085
GU3-R-AKT,5.275431084365236,0.03904940448923497,0.36558390232611965,-54.34624816086317
GU4-C-RRAPAT,1.5078115958801064,0.014825125973431004,0.48045277166994554,-59.276408450704224
GU4-L-OPSDM,1.661150329822937,0.04282741639945026,0.36592753153570184,-54.35209752599498
GU4-R-MPSDM,0.6689040620298576,0.02149470148114209,0.35783460247656523,-56.53072625698324
GU4-VPOPDSM,0.36662423330633026,0.009714368605893984,0.739564130308992,-55.927130506381225
GU5-C-RAPAT,0.24418470084480962,0.02064447243854019,0.45039944450873737,-59.77730008598452
GU5-L-APP,1.8436523550514987,0.024742357611849078,0.3550323342205763,-54.21757322175732
GU5-R-APP,3.479921305404467,0.0577273018781493,0.37220083323689385,-52.81878088962109
GU6-C-RAPAT,0.3101492882768198,0.024237486639181512,0.45206516606874203,-64.39020618556701
GU6-L-TP-PKB,1.5391737067469042,0.035508260803176026,0.370087559310265,-53.53582202111614
GU6-R-TB-PP,4.515449600740655,0.04837199572453805,0.3735218146047911,-56.730171277997364
GU7-DEKOM,0.6993403541256799,0.011471293327225506,0.7441789260502256,-46.67736652472978
GU7-DIRUT,0.8004860548547622,0.011467162925637469,0.468459790533503,-49.4548463356974
GU7-DKU,0.5519037148478185,0.011713521148266882,0.7413940979053351,-54.474586116758644
GU7-DOP,0.3263511167688925,0.01321032982134673,0.7418356903136211,-54.67444074250357
GU7-KOR-L,0.17382247425066544,0.01655742098030228,0.47432537900705934,-53.41222707423581
GU7-KOR-R,0.47714384909154034,0.01651722400366462,0.4749053003124638,-57.45621394861038
GU7-MULTI,0.48906376576785093,0.014668590624522766,0.7417634590903831,-47.550431320504316
GU7-RAPAT,0.42552945260965164,0.011693533363872313,0.4752346198356671,-48.7
GU7-STFDIR,0.4575859275546812,0.014166216216216151,0.7407961347066312,-46.50881248194163
GU8-C-RAPAT,0.16803610693206805,0.031006901817071233,0.6147960305520195,-64.54728546409807
GU8-L-VPWASKEU,0.21316977201712764,0.01828338677660707,0.4286150445550283,-53.12946190729888
GU8-L-WASKEU,0.1761370211781044,0.02388978469995416,0.34710068279134354,-52.88269230769231
GU8-R-WASOP,1.2421016086101146,0.03076797220949758,0.346668418007175,-50.57991967871486
GUD_10SB_01,0.014214266912345353,0.019470572640508978,0.4085004872267579,-75.53540540540541
GUD_10SB_02,0.006580679126085812,0.014650053022269302,0.40647378193310507,-68.81875
GUD_10SB_03,0.015267175572519083,0.01916873453517141,0.4062957071372136,-73.04166666666667
GUD_8SB_01,0.4376315789473684,0.024109886032334965,0.4044812006319115,-69.93798896746605
GUD_8SB_02,0.27033429849960516,0.023815235065394093,0.40553942586252306,-80.0974038243519
GUD_Otomotif_01,0.716842105263158,0.02204718614718609,0.4076428120063191,-72.56903170301544
GUD_Otomotif_02,0.022894736842105263,0.01651004063963242,0.3854881779884149,-79.72365754812563
HIPERKES-LT2-LH,4.212591135285268,0.06340342036952201,0.45565547968985065,-66.60605182653019
INSTRUMENP2B-L,0.8553408170350654,0.02565537486639179,0.6377991204721676,-54.78310598260396
INSTRUMENP2B-R,0.2689503529684064,0.01921591082608026,0.6362114107163523,-51.84380639340036
K3-LT1-R,6.373915056127763,0.05046927775232856,0.666818215484319,-61.166192109734965
K3-LT2-L,1.5977317440111098,0.04770186287982893,0.4428350827450526,-59.455750245860195
K3-LT2-R,0.9663233422057632,0.0396046648343258,0.4252585348917949,-64.17321113619126
KABAG NPK2,1.6706399722254368,0.05919347228584512,0.4307155421826177,-54.31947009291159
KABAG UTILITAS,1.0800960587653623,0.07183609837432257,0.48413427481994065,-69.54585277816007
KANTORAD-GUDF,2.304370721432333,0.04144347211172983,0.41344831401475235,-62.85883921014674
KELINGI,2.015812431842966,0.010803274021352284,0.4311082848837209,-52.03995680345572
KM-AKHLAK,0.3085291054276125,0.010494075431363537,0.46313089920148126,-53.53592233009709
KM-AMMONIA,1.4355977317440112,0.014063673843334817,0.7457430158546464,-40.210957432523166
KM-ASSESMENT,0.016440893828875768,0.017095544989306426,0.6141278337385666,-57.43382352941177
KM-HARMONIS,0.3247309339196852,0.012453122614139526,0.7408892257840528,-52.09375
KM-LABKOM,0.036462553536288925,0.0225203398243604,0.6502966315545781,-56.16796875
KM-LABKOM@,0.030837004405286344,0.01490895741556531,0.7163530102790014,-53.42857142857143
KM-LOYAL,0.32530678397777263,0.021997815710085133,0.4443349617967121,-50.80952380952381
KM-PANTRY,0.1449074074074074,0.017118535486580343,0.63003390625,-50.529411764705884
KM-PANTRY@,0.05672268907563025,0.014103781512604987,0.7355184873949581,-49.53846153846154
KM-PERPUS,0.01712962962962963,0.010200370327950193,0.6227028587962963,-56.4
KM-PERPUS@,0.0025188916876574307,0.006339546599496211,0.45197103274559197,-60.0
KM-STUDIO,0.07753732206920495,0.015217720262635482,0.6305215252864252,-53.2605459057072
KM-STUDIO@,0.0044444444444444444,0.01103288888888887,0.7137422222222223,-55.333333333333336
KORIDOR-BPOK,1.3182502025228562,0.03203647121697965,0.4345146684411526,-64.59121646589313
LAB-INVENTORY,1.320564749450295,0.03502660711559013,0.6694052540215253,-58.86896957943221
LAB-KALIBRASI-PEMEL,2.0689734984376806,0.03704368605894027,0.6810746441384099,-62.75821722749623
LAB-MANAGER,3.3567874088647147,0.05234515956634598,0.4329930216410137,-63.83548411295986
LAB3-EAST,2.982640898044208,0.03992777523285994,0.43218215484318945,-64.91209276637764
LAB4-WEST,1.5569392102244797,0.03010800774943491,0.43041544595554093,-63.56421972410993
LABNDT-LT1,1.4982062261312348,0.03636535348908228,0.43585796204143035,-62.608570106647846
LABNDT-LT2,1.6709871542645527,0.036060520690181674,0.42245510936234226,-62.5471189750126
LAKITAN,0.6673936750272628,0.00628162811387898,0.42665162609011625,-51.44051825677268
LEMATANG,1.3625954198473282,0.031096387900355845,0.6363372547238373,-57.174269005847954
LISTRIK-INST-1,1.0079851868996643,0.054178561612459875,0.44124376808239785,-72.41478456803827
LISTRIK-INST-2,1.3901168846198357,0.08426198656283397,0.4700387686610346,-66.64449213738253
LOBBY-DIKLAT,0.08778625954198473,0.008620604982206327,0.32164255995639535,-61.69399707174232
LT1-AUDTR,0.03900011572734637,0.026231981981981945,0.5571278787177409,-56.638297872340424
LT1-BACKHALL,0.7091771785672955,0.0053429912963811055,0.4319519095012151,-64.16666666666667
LT1-FRONTDOOR,0.01203564402268256,0.005584134982440042,0.4281187883346835,-57.5
LT1-LOBBY,0.018747830112255524,0.02460868071461289,0.5522304073602592,-64.85185185185185
LT1-RMAKAN,3.0889943293600277,0.00550549702244615,0.43327513019326463,-69.33333333333333
LT2-AUDTR01,0.00150445550283532,0.02094103679951137,0.5459419222312233,-63.0
LT2-AUDTR02,1.0005786367318596,0.026898534127347624,0.5557892373567874,-52.666666666666664
LT2-KARAOKE,1.0019673648883232,0.005713612765307649,0.43435016780465224,-49.0
MGRSHIFT-UTL34,1.087067861715749,0.07220438653637345,0.4792805128205128,-68.29047322309512
NPK1-CKORIDOR,0.21398483572030327,0.013097440765792482,0.17088401716600488,-58.672552575612755
NPK1-FRONTKOR,0.9678115446862076,0.08405846283580287,0.4476764525993883,-66.99502823030173
NPK1-MEK,1.3498437680823978,0.08459217437776756,0.45789299849554443,-62.687129917148795
NPK2 TIMBANGAN,1.2778613586390464,0.057878187509543405,0.4362172202291401,-58.42760030984545
OGAN,0.33424209378407854,0.007858007117437671,0.42801135537790697,-56.14387211367673
OPRP4-AMONNIA,8.90197893762296,0.026993113452435442,0.7496548200439764,-48.192058560849354
OPRP4-FRONT,1.9261659530146973,0.01254149488471517,0.31061466844115265,-64.07323818237478
OPRP4-KORIDOR+,1.995718088184238,0.026967949305237392,0.6158454982062261,-58.429797101449275
OPRP4-LAB,4.621108667978243,0.045219827454573175,0.42639909732669823,-57.36745708215946
OPRP4-UREA,5.306908922578406,0.05039072377462204,0.41218414535354697,-58.35892722606829
OPRP6_L,1.5423612304519676,0.048606388121546926,0.41111449200618866,-55.13055599424659
OPRP6_R,1.4748238528956865,0.032526530847145456,0.4067870150707696,-63.18108308224137
P-VI LT1 -SUPT,2.200495926319518,0.05653141788507306,0.39953968141592916,-67.98287429063791
P-VI LT1 R.RAPAT,0.7828551186680835,0.030606596395783708,0.4090734867256637,-61.35213030676215
P1B_CR,18.44693901168846,0.05095510765002287,0.5043513713690545,-52.680787037037035
P1B_LAB,4.670871426918181,0.06573700564971748,0.46683574239092696,-51.75445558185203
P1B_LT1_CRDOOR,4.705242448790649,0.018865116811726937,0.7524945145237819,-52.42771154068758
P1B_LT1_PANTRY,1.210045133665085,0.013435394716750608,0.4700666300196736,-62.69698257543561
P1B_LT2_C,1.5087719298245614,0.0281157088122605,0.48810535714285713,-62.56358885017421
P1B_LT2_RAPAT,1.2728850827450526,0.014081355932203332,0.37894446244647606,-63.67376979137942
P1B_LT2_UREA,0.75,0.017741960784313705,0.29828363636363636,-49.22641509433962
P1B_LT2_UTL,0.25911352852679087,0.02426145976484957,0.4493123249623886,-50.91148629487292
P2B-LT1-LAB,3.7297766462215023,0.038892365246602494,0.4543965281796088,-57.4477764774722
P2B-LT1-PANEL,9.902789029047565,0.07876072682852339,0.35893718898275656,-51.33946759259259
P2B-LT2-DPS,0.03194074759865756,0.022718521911742222,0.4295979805578058,-69.85483870967742
P2B-LT2-RAPAT,0.44832773984492535,0.02790258818140171,0.6450302511283417,-46.320715036803364
P2B-LT2-TU,1.7206341858581182,0.06813409680867304,0.4700492072676773,-56.00408580183861
P2B-LT2-UREA,0.06353431315819928,0.02314638112688957,0.4332521698877444,-61.63619047619048
P4-PACKAGE-BOILER,3.2988080083323688,0.03527694304473961,0.42081909501215137,-58.331409631143764
P4-SHELTERK3,0.2727272727272727,0.008863636363636346,0.16553636363636362,-57.33333333333333
P4-SHELTERTA,0.72,0.01879999999999997,0.48599799999999993,-63.7
P4-UTILITAS-DEMIN,8.61613239208425,0.08418729577034657,0.4389155363962504,-63.97094663864263
PANEL UTILITAS,11.66859725949993,0.14592241211615944,0.5051378618839146,-60.564447178250255
PEMEL-234,3.4461054287962236,0.04543892857142852,0.4499616352201257,-69.5055084609186
PEMEL-JPP-LT1,2.4121050804305058,0.01598151626202469,0.3380804420784631,-62.385859989899224
PEMEL-JPP-LT2,0.31188519847239904,0.011580790960451951,0.34794938085869687,-59.96158946357855
PNLUTL-KORPANTRY,0.21808510638297873,0.08923909574468081,0.484905585106383,-65.96666666666667
PUSRI3-v1,4.937275778266405,0.11025494732020151,0.48609269181807657,-54.50361448751511
PUSRI3-v2,2.0783474134938085,0.09386056649870206,0.4912862284457817,-67.94066133386345
R. RAPAT P-III,4.626200671218609,0.11198448618109631,0.48288276819812526,-73.85920665803113
R.MAKAN,0.05887697619480284,0.004323856964952848,0.4219147683923705,-57.93037974683544
RAWAS,1.1175936023264268,0.0061617971530249,0.4253025617732558,-47.3531746031746
RPT-SBUASET,0.9617252213653242,0.009224992859183032,0.45402769208797483,-57.47142857142857
SBUASET-RAPAT,0.5232558139534884,0.01996125574272585,0.5928238581730769,-57.197048611111114
SHARING,0.06741777212429584,0.004061483721757687,0.4255625431425976,-51.95073891625616
SHELTER-UTL2B,2.692512440689735,0.03448293632615663,0.6423789607684296,-46.878857837181044
STAF-DKU,0.2924391130498001,0.009596690391459007,0.7389783157703489,-61.06322795341098
STAFF-DIKLAT-1,0.5527081061432206,0.008924839857651214,0.4343325944767441,-59.611111111111114
STAFF-DIKLAT-2,2.1588513267902583,0.011615017793594253,0.4372526707848837,-52.56783164223976
STAFF-DIKLAT-3,0.762813522355507,0.07213960854092523,0.4484570857558139,-47.822903629536924
STG-BB-SHELTER,3.8147205184585116,0.06264664834325848,0.44967061682675613,-67.1275
STG-BB2,0.03795856960999884,0.015534959535806935,0.4811947633375766,-77.82658959537572
STG-CONTROL-ROOM,4.94954287698183,0.08136749885478695,0.4379563418585812,-58.61778877672594
TA-SHELTERK3,4.904580152671755,0.027014457314457264,0.48822429966044134,-74.09779681599694
TA-SHELTERTA,5.203562340966921,0.04177280137280132,0.6423632427843803,-54.2201792302022
TELKA,1.5609228550829128,0.01948278186274505,0.4910178700361011,-57.15111557340473
TELKA01,1.8125430737422468,0.01962739726027392,0.48715661430343116,-57.081373476561104
TJSL-U6-Pro,0.30864483277398447,0.02570938311192546,0.6604317092929058,-60.24410810494831
U6 Enterprise,3.292452830188679,0.061255031446540854,0.3023169811320754,-57.39430284857571
UAP-AC-M:2d4a_10SB,0.011976047904191617,0.018980689377141667,0.4071530237358101,-75.17548076923077
UAP-AC-M:2dbb_10SB,0.009085277720421227,0.019295383995162233,0.40484206398348815,-76.02238805970148
UAP-AC-M:2dc3_10SB,0.0008259343382201115,0.015545373916549025,0.4008357069143446,-69.13461538461539
UAP-AC-M:2e43_Otomotif,0.018380834365964476,0.01835810483870964,0.3887909578860446,-81.256031444836
UAP-AC-M:2e74_Otomotif,0.6274266831887649,0.023656249999999965,0.4239901734104046,-75.09312686113407
UAP-AC-M:2ed1_8SB,0.2577447335811648,0.02150166330645156,0.40169329066886866,-69.7187662186097
UAP-AC-M:2f00_8SB,0.14642709624122263,0.023979919354838685,0.4035719240297274,-79.79293466695042
UAP-AC-PRO-R.Rapat-Security,2.4883694016896194,0.08979480073293628,0.4698759865756278,-58.660075663356224
UAP-AC-PRO-Security-Kanan,0.9258187709755815,0.08615157275919984,0.4740104386066427,-66.19285356666774
UAP-AC-Pro 5SB,6.8074296956370794,0.06894030386318518,0.41256426339544033,-64.20504598699682
VPSBUASET-RAPAT,1.1216948072634596,0.011767437874892867,0.4674233343959196,-59.307307692307695
WM DAPUR,0.1701191991667631,0.013511620094670902,0.6308569841453535,-55.28731343283582
WM KMR KANAN,0.009605369748871658,0.013416468163078295,0.34252397870616824,-55.4
WM KMR KIRI,0.025460016201828493,0.013265223698274507,0.34200491262585353,-57.86440677966102
WM LOBBY DPN,0.011919916676310613,0.013342334707588908,0.34304355977317436,-60.0
WM LOBBY KMR,0.13042471936118505,0.0228282638570774,0.3457911352852679,-54.73913043478261
WM OFFICE,0.18215484318944566,0.04326228431821647,0.40698687651892135,-46.38656195462478
WM R. MAKAN,0.3898854299270918,0.015174912200335892,0.3446487906492304,-54.16830065359477
WM TERAS BLKG,0.09524360606411295,0.02597777523285993,0.35072211549589166,-59.3319387828077
